review_id,date,rating,review_text,verified_purchase,product_name,customer_name,helpful_count
REV-71D8FE0A,2023-03-18,1,Support never responded to my email. I want a refund immediately.,True,HydraBoost Daily Moisturizer,Customer_7011,76
REV-81A76480,2023-04-27,1,Ordered the Collagen Beauty Powder and waited 45 minutes on chat with no help. So angry right now.,True,Youth Renewal Night Cream,Customer_8030,47
REV-691FB984,2024-08-27,1,The Omega-3 Fish Oil Supplement bottle was only half full. Very frustrated with this purchase.,True,Omega-3 Fish Oil Supplement,Customer_7577,99
REV-199ADDD7,2023-02-09,4,The Omega-3 Fish Oil Supplement exceeded expectations. Product works exactly as described!,True,HydraBoost Daily Moisturizer,Customer_6578,1
REV-9A164A0D,2024-10-25,3,It's okay nothing special. It's fine I guess.,True,Probiotic Gut Health Capsules,Customer_7490,26
REV-5A3C426C,2023-12-16,5,I love the natural ingredients! The Radiance Vitamin C Serum is amazing.,False,Probiotic Gut Health Capsules,Customer_9051,31
REV-330DC9B6,2024-08-29,5,The Omega-3 Fish Oil Supplement exceeded expectations. Customer service was super helpful!,True,Youth Renewal Night Cream,Customer_9087,11
REV-2776E4BE,2024-05-27,4,Will definitely repurchase. Been using for 2 months now.,True,Collagen Beauty Powder,Customer_8762,18
REV-FA790207,2024-01-18,2,Terrible experience. Product separated in the bottle. Avoid this product.,False,Turmeric Anti-Inflammatory Tablets,Customer_9205,22
REV-7E90CDE5,2024-06-06,4,Exceeded my expectations. Been using for 2 months now.,True,Probiotic Gut Health Capsules,Customer_6940,16
REV-C03887A6,2023-04-01,5,The Omega-3 Fish Oil Supplement exceeded expectations. Fast shipping and great quality!,True,Turmeric Anti-Inflammatory Tablets,Customer_8723,6
REV-91D7A238,2024-10-01,3,Would consider other options next time. It's fine I guess.,True,Omega-3 Fish Oil Supplement,Customer_7427,20
REV-E447A9C0,2023-07-26,2,Terrible experience. Jar arrived cracked. Avoid this product.,True,Omega-3 Fish Oil Supplement,Customer_6687,10
REV-05247334,2023-06-29,5,Gentle on sensitive skin! Shipping was fast too.,True,PureGlow Cleansing Balm,Customer_6493,1
REV-76EB42F1,2023-11-30,2,Ordered the Probiotic Gut Health Capsules and product separated in the bottle. So angry right now.,True,Probiotic Gut Health Capsules,Customer_5996,2
REV-3AC77EF3,2024-09-24,4,I will definitely repurchase! The Radiance Vitamin C Serum is amazing.,True,Omega-3 Fish Oil Supplement,Customer_3773,26
REV-060B76D9,2024-03-12,1,DO NOT BUY. Carrier lost my package twice. This company doesn't care.,True,PureGlow Cleansing Balm,Customer_9385,63
REV-01F383C0,2024-03-25,4,I love the natural ingredients! The Turmeric Anti-Inflammatory Tablets is amazing.,True,Collagen Beauty Powder,Customer_5446,45
REV-C4612121,2024-11-12,2,DO NOT BUY. Took 2 weeks to get a response. This company doesn't care.,True,Probiotic Gut Health Capsules,Customer_2122,8
REV-703168A5,2024-05-02,1,Very disappointed. The no protective packaging at all. Won't buy again.,True,Turmeric Anti-Inflammatory Tablets,Customer_3723,36
REV-BE3178D7,2024-07-23,2,Waste of money. Agent hung up on me. Customer service was no help.,True,Probiotic Gut Health Capsules,Customer_7421,22
REV-6325C602,2024-11-07,5,I highly recommend to friends! The Radiance Vitamin C Serum is amazing.,True,Radiance Vitamin C Serum,Customer_2694,7
REV-7F7C1725,2024-01-15,5,Just received my order and fast shipping and great quality. Great job!,False,Turmeric Anti-Inflammatory Tablets,Customer_5159,11
REV-81114CCA,2024-09-10,4,The PureGlow Cleansing Balm exceeded expectations. Exceeded my expectations!,False,Youth Renewal Night Cream,Customer_9897,15
REV-258FD8F1,2024-11-08,5,The PureGlow Cleansing Balm exceeded expectations. Highly recommend to friends!,True,HydraBoost Daily Moisturizer,Customer_7185,32
REV-F1C7ECF8,2024-03-26,1,Terrible experience. Refund still hasn't processed. Avoid this product.,True,Youth Renewal Night Cream,Customer_7323,32
REV-84BBDB58,2023-07-03,4,The Omega-3 Fish Oil Supplement exceeded expectations. Absolutely love this product!,False,Radiance Vitamin C Serum,Customer_6139,28
REV-C18688EC,2023-08-03,4,I this brand really cares about customers! The HydraBoost Daily Moisturizer is amazing.,True,HydraBoost Daily Moisturizer,Customer_9002,19
REV-8D3C8091,2023-03-23,4,Just received my order and exceeded my expectations. Great job!,True,PureGlow Cleansing Balm,Customer_6973,14
REV-1FC35061,2023-10-04,3,Decent quality but slow shipping. It's fine I guess.,True,HydraBoost Daily Moisturizer,Customer_6659,4
REV-B2C72E73,2024-06-15,3,Might work for others but not for me. It's fine I guess.,True,Omega-3 Fish Oil Supplement,Customer_5349,15
REV-9F046C37,2024-12-11,1,Consistency is too thick and greasy. I want a refund immediately.,False,PureGlow Cleansing Balm,Customer_1099,6
REV-A1F8FDAF,2023-08-27,2,The Turmeric Anti-Inflammatory Tablets customs held my order for a month. Very frustrated with this purchase.,True,Youth Renewal Night Cream,Customer_7276,38
REV-B93D78CB,2024-02-06,1,DO NOT BUY. Charged twice for same order. This company doesn't care.,True,Turmeric Anti-Inflammatory Tablets,Customer_8667,69
REV-51D08F86,2024-07-07,4,My skin has never looked better! Shipping was fast too.,True,Probiotic Gut Health Capsules,Customer_5226,49
REV-9B7B36C2,2023-09-17,2,One star is too generous. Representative was rude and unhelpful.,True,Radiance Vitamin C Serum,Customer_4487,22
REV-85E25332,2024-06-04,3,Not bad but not amazing either. It's fine I guess.,True,HydraBoost Daily Moisturizer,Customer_5572,41
REV-653230A9,2023-08-20,5,I exceeded my expectations! The Radiance Vitamin C Serum is amazing.,False,HydraBoost Daily Moisturizer,Customer_3063,15
REV-E4C5A107,2023-03-08,4,Just received my order and will definitely repurchase. Great job!,True,Collagen Beauty Powder,Customer_7943,48
REV-9F5F14D9,2024-11-12,4,Just received my order and gentle on sensitive skin. Great job!,True,Omega-3 Fish Oil Supplement,Customer_4218,3
REV-33689660,2024-06-27,4,Just received my order and absolutely love this product. Great job!,True,HydraBoost Daily Moisturizer,Customer_5723,48
REV-6C5A582B,2023-08-03,1,Very disappointed. The refund still hasn't processed. Won't buy again.,False,HydraBoost Daily Moisturizer,Customer_5936,73
REV-3B4D38C1,2023-12-14,3,Would consider other options next time. It's fine I guess.,True,Omega-3 Fish Oil Supplement,Customer_8439,34
REV-2F5F7164,2024-02-11,1,DO NOT BUY. Smells rancid like old oil. This company doesn't care.,False,Probiotic Gut Health Capsules,Customer_3840,38
REV-F1611610,2023-11-22,2,DO NOT BUY. Packaging looks cheap for the price. This company doesn't care.,True,HydraBoost Daily Moisturizer,Customer_5109,15
REV-C076ECFD,2024-10-31,4,Noticed results in just one week! Shipping was fast too.,True,Collagen Beauty Powder,Customer_4454,40
REV-BDF62FE8,2024-05-01,4,I my skin has never looked better! The Collagen Beauty Powder is amazing.,True,HydraBoost Daily Moisturizer,Customer_1799,47
REV-7BB82F6B,2023-10-27,1,Took 2 weeks to get a response. I want a refund immediately.,True,Radiance Vitamin C Serum,Customer_6527,80
REV-EDAE15B1,2023-12-12,1,Ordered the Radiance Vitamin C Serum and auto-renewal happened without warning. So angry right now.,False,PureGlow Cleansing Balm,Customer_2902,79
REV-144B6C38,2024-07-08,4,The Probiotic Gut Health Capsules exceeded expectations. Love the natural ingredients!,False,Turmeric Anti-Inflammatory Tablets,Customer_1598,30
REV-C916C75D,2024-11-24,1,Waste of money. Carrier lost my package twice. Customer service was no help.,True,Collagen Beauty Powder,Customer_9054,100
REV-1FC59EF7,2024-11-10,5,I product works exactly as described! The Radiance Vitamin C Serum is amazing.,True,Turmeric Anti-Inflammatory Tablets,Customer_6177,18
REV-B05F8CA6,2023-04-30,5,Just received my order and fast shipping and great quality. Great job!,True,Probiotic Gut Health Capsules,Customer_8324,47
REV-3C27D7E4,2024-06-01,4,The PureGlow Cleansing Balm exceeded expectations. Love the natural ingredients!,True,HydraBoost Daily Moisturizer,Customer_6233,36
REV-1E7B8691,2024-08-14,1,The Youth Renewal Night Cream got generic copy-paste responses. Very frustrated with this purchase.,True,Omega-3 Fish Oil Supplement,Customer_9484,31
REV-9B1442CF,2023-01-15,5,Packaging was beautiful and secure. Been using for 2 months now.,True,Probiotic Gut Health Capsules,Customer_4939,18
REV-881E9896,2023-05-15,5,Will definitely repurchase! Shipping was fast too.,True,Turmeric Anti-Inflammatory Tablets,Customer_6674,44
REV-AB8A29DE,2023-01-30,1,Very disappointed. The dropper broke inside the bottle. Won't buy again.,True,Omega-3 Fish Oil Supplement,Customer_9431,24
REV-C5F1D174,2024-05-26,3,Would consider other options next time. It's fine I guess.,True,HydraBoost Daily Moisturizer,Customer_1637,18
REV-84AADF30,2023-04-16,2,DO NOT BUY. Took 2 weeks to get a response. This company doesn't care.,True,Turmeric Anti-Inflammatory Tablets,Customer_1423,7
REV-5D95454C,2023-12-15,3,It's okay nothing special. It's fine I guess.,True,HydraBoost Daily Moisturizer,Customer_6320,8
REV-D6A075AE,2024-10-22,1,Waste of money. Pump dispenser doesn't work. Customer service was no help.,True,Probiotic Gut Health Capsules,Customer_2169,37
REV-C24892B9,2024-10-03,2,Terrible experience. Cap was loose and product spilled. Avoid this product.,True,Radiance Vitamin C Serum,Customer_5422,13
REV-80CE70B4,2024-05-12,3,Decent quality but slow shipping. It's fine I guess.,True,PureGlow Cleansing Balm,Customer_4939,8
REV-F14A69D8,2024-02-05,2,One star is too generous. Agent hung up on me.,True,HydraBoost Daily Moisturizer,Customer_9489,35
REV-58699859,2024-11-21,4,I will definitely repurchase! The PureGlow Cleansing Balm is amazing.,True,HydraBoost Daily Moisturizer,Customer_8452,18
REV-59A98664,2023-11-12,5,I noticed results in just one week! The Omega-3 Fish Oil Supplement is amazing.,True,Probiotic Gut Health Capsules,Customer_5838,16
REV-070B1D4F,2024-12-10,2,Terrible experience. Product separated in the bottle. Avoid this product.,True,Turmeric Anti-Inflammatory Tablets,Customer_7114,39
REV-8BB47559,2024-02-12,4,The Turmeric Anti-Inflammatory Tablets exceeded expectations. Packaging was beautiful and secure!,False,Omega-3 Fish Oil Supplement,Customer_9758,11
REV-A6787249,2023-06-21,5,Just received my order and this brand really cares about customers. Great job!,True,Turmeric Anti-Inflammatory Tablets,Customer_8627,2
REV-09061318,2024-12-14,5,The Probiotic Gut Health Capsules exceeded expectations. This brand really cares about customers!,True,Youth Renewal Night Cream,Customer_4497,16
REV-BB2ABD53,2023-03-25,2,Terrible experience. Bottle was only half full. Avoid this product.,True,Probiotic Gut Health Capsules,Customer_8368,10
REV-2647F114,2024-02-01,3,Works but takes time to see results. It's fine I guess.,True,Turmeric Anti-Inflammatory Tablets,Customer_4506,50
REV-E086E31A,2023-12-03,4,Just received my order and this brand really cares about customers. Great job!,True,Turmeric Anti-Inflammatory Tablets,Customer_5887,29
REV-37246F65,2023-02-26,3,Does what it says but slowly. It's fine I guess.,True,PureGlow Cleansing Balm,Customer_6865,12
REV-42B4F67D,2024-01-06,2,Terrible experience. Tracking number didn't work. Avoid this product.,True,Probiotic Gut Health Capsules,Customer_6552,13
REV-EB83CBA7,2024-06-07,2,Terrible experience. Package left in rain. Avoid this product.,True,PureGlow Cleansing Balm,Customer_5617,7
REV-6FEDFAA1,2023-06-04,3,Decent quality but slow shipping. It's fine I guess.,True,Collagen Beauty Powder,Customer_5774,41
REV-C9A5D7DE,2023-01-22,2,One star is too generous. Tracking number didn't work.,False,PureGlow Cleansing Balm,Customer_9559,33
REV-4B1D87BF,2024-06-09,4,Gentle on sensitive skin. Been using for 2 months now.,True,Omega-3 Fish Oil Supplement,Customer_9615,9
REV-E5238520,2023-01-25,4,Just received my order and customer service was super helpful. Great job!,True,Radiance Vitamin C Serum,Customer_9668,16
REV-C499F6E6,2024-01-30,2,Packaging looks cheap for the price. I want a refund immediately.,True,PureGlow Cleansing Balm,Customer_9997,38
REV-776FD31B,2024-02-07,5,The PureGlow Cleansing Balm exceeded expectations. Love the natural ingredients!,True,PureGlow Cleansing Balm,Customer_9853,21
REV-DBAA376F,2024-05-10,5,Gentle on sensitive skin! Shipping was fast too.,True,PureGlow Cleansing Balm,Customer_2443,2
REV-D5A650F7,2023-08-25,1,Ordered the HydraBoost Daily Moisturizer and couldn't cancel my subscription. So angry right now.,True,Youth Renewal Night Cream,Customer_9003,55
REV-E298A1A0,2023-01-22,5,Packaging was beautiful and secure! Shipping was fast too.,True,Collagen Beauty Powder,Customer_8769,13
REV-F5688F53,2023-09-13,4,The HydraBoost Daily Moisturizer exceeded expectations. My skin has never looked better!,True,PureGlow Cleansing Balm,Customer_9163,26
REV-3425C720,2024-09-18,4,Just received my order and gentle on sensitive skin. Great job!,True,Collagen Beauty Powder,Customer_2952,26
REV-4CD63F4A,2023-04-18,5,Just received my order and love the natural ingredients. Great job!,True,HydraBoost Daily Moisturizer,Customer_5506,1
REV-51D42440,2023-02-07,5,I love the natural ingredients! The Youth Renewal Night Cream is amazing.,True,Omega-3 Fish Oil Supplement,Customer_3837,38
REV-B843C5A0,2023-10-03,3,Not bad but not amazing either. It's fine I guess.,True,Probiotic Gut Health Capsules,Customer_8499,37
REV-F7706659,2024-08-01,1,Very disappointed. The nobody answered my phone call. Won't buy again.,False,HydraBoost Daily Moisturizer,Customer_7074,51
REV-D12DF22A,2023-03-13,5,I highly recommend to friends! The PureGlow Cleansing Balm is amazing.,True,Youth Renewal Night Cream,Customer_2781,10
REV-90B11911,2024-12-29,2,Very disappointed. The seal was already broken. Won't buy again.,True,Probiotic Gut Health Capsules,Customer_1063,49
REV-53901AB7,2024-04-03,4,Absolutely love this product. Been using for 2 months now.,True,Radiance Vitamin C Serum,Customer_4575,44
REV-695AEE5C,2023-09-21,5,I gentle on sensitive skin! The Radiance Vitamin C Serum is amazing.,True,Radiance Vitamin C Serum,Customer_5505,21
REV-E700C726,2023-04-20,1,Tracking number didn't work. I want a refund immediately.,True,Radiance Vitamin C Serum,Customer_7802,30
REV-A2E8BCEC,2023-02-24,3,Would consider other options next time. It's fine I guess.,True,Collagen Beauty Powder,Customer_5643,33
REV-94F80C50,2024-04-24,2,Waste of money. Packaging looks cheap for the price. Customer service was no help.,True,Omega-3 Fish Oil Supplement,Customer_2982,2
REV-303DF7C1,2024-01-26,1,DO NOT BUY. Nobody answered my phone call. This company doesn't care.,True,PureGlow Cleansing Balm,Customer_1223,29
REV-4A016988,2024-05-09,1,The HydraBoost Daily Moisturizer packaging looks cheap for the price. Very frustrated with this purchase.,False,Omega-3 Fish Oil Supplement,Customer_2028,22
REV-7224C9F4,2024-05-02,1,Waste of money. Chat bot kept looping without solution. Customer service was no help.,True,Omega-3 Fish Oil Supplement,Customer_4646,58
REV-8BBBCB2B,2024-01-28,4,The Probiotic Gut Health Capsules exceeded expectations. Will definitely repurchase!,True,HydraBoost Daily Moisturizer,Customer_9539,49
REV-48362AFC,2024-12-03,5,Exceeded my expectations! Shipping was fast too.,True,Probiotic Gut Health Capsules,Customer_5997,46
REV-4B9076CC,2024-10-14,1,Waste of money. Order never showed up. Customer service was no help.,True,Youth Renewal Night Cream,Customer_9583,85
REV-BD8C403E,2024-11-27,1,Waited 45 minutes on chat with no help. I want a refund immediately.,True,Radiance Vitamin C Serum,Customer_7888,79
REV-12499CE8,2023-11-20,1,One star is too generous. Caused breakout within days.,True,HydraBoost Daily Moisturizer,Customer_1885,45
REV-6EA353E4,2024-07-28,1,Very disappointed. The discount code didn't apply. Won't buy again.,False,Probiotic Gut Health Capsules,Customer_1647,32
REV-5C50DF8C,2024-01-21,2,One star is too generous. Got generic copy-paste responses.,True,Omega-3 Fish Oil Supplement,Customer_5525,14
REV-F7345B44,2024-05-17,1,DO NOT BUY. Product separated in the bottle. This company doesn't care.,True,HydraBoost Daily Moisturizer,Customer_1078,91
REV-E9045606,2024-02-24,3,Would consider other options next time. It's fine I guess.,False,Radiance Vitamin C Serum,Customer_1554,10
REV-DE28912A,2023-03-17,4,Noticed results in just one week! Shipping was fast too.,True,Probiotic Gut Health Capsules,Customer_5543,50
REV-E53135CF,2024-12-01,4,Love the natural ingredients. Been using for 2 months now.,False,PureGlow Cleansing Balm,Customer_2948,47
REV-EFE313D0,2024-05-04,1,Very disappointed. The charged twice for same order. Won't buy again.,True,PureGlow Cleansing Balm,Customer_3304,13
REV-0D01A733,2024-09-14,5,Love the natural ingredients. Been using for 2 months now.,False,Radiance Vitamin C Serum,Customer_8690,6
REV-C3C1984E,2023-07-30,4,Just received my order and absolutely love this product. Great job!,True,HydraBoost Daily Moisturizer,Customer_6933,45
REV-6CF03013,2024-03-10,4,Just received my order and this brand really cares about customers. Great job!,True,Radiance Vitamin C Serum,Customer_7063,27
REV-34FAFA97,2024-04-04,5,Product works exactly as described! Shipping was fast too.,True,HydraBoost Daily Moisturizer,Customer_1511,10
REV-2F18A0D8,2024-01-19,4,My skin has never looked better! Shipping was fast too.,False,Turmeric Anti-Inflammatory Tablets,Customer_6724,7
REV-EC35A3CF,2024-05-31,1,Auto-renewal happened without warning. I want a refund immediately.,True,Radiance Vitamin C Serum,Customer_2185,74
REV-1B4A0C0D,2023-07-23,1,Very disappointed. The got generic copy-paste responses. Won't buy again.,True,Youth Renewal Night Cream,Customer_1348,37
REV-25E81D14,2023-03-28,2,Very disappointed. The consistency is too thick and greasy. Won't buy again.,True,HydraBoost Daily Moisturizer,Customer_5146,5
REV-A9FBDC94,2024-03-09,5,Great value for money! Shipping was fast too.,True,HydraBoost Daily Moisturizer,Customer_8101,2
REV-0F020988,2023-10-18,4,Great value for money. Been using for 2 months now.,True,Omega-3 Fish Oil Supplement,Customer_3962,14
REV-36D1A0FB,2024-06-17,1,Shipping cost more than the product. I want a refund immediately.,True,HydraBoost Daily Moisturizer,Customer_8059,19
REV-6B2F7181,2023-06-17,2,One star is too generous. Discount code didn't apply.,True,HydraBoost Daily Moisturizer,Customer_1274,43
REV-A1322D1C,2023-10-11,2,The PureGlow Cleansing Balm representative was rude and unhelpful. Very frustrated with this purchase.,False,Collagen Beauty Powder,Customer_2682,0
REV-29083101,2023-02-10,5,The HydraBoost Daily Moisturizer exceeded expectations. Fast shipping and great quality!,False,Collagen Beauty Powder,Customer_9292,35
REV-842AEABE,2023-05-13,4,Absolutely love this product! Shipping was fast too.,True,HydraBoost Daily Moisturizer,Customer_3673,31
